word;Happiness;Anger;Sadness;Fear;Disgust
zdrowy;5.925;1.340;1.113;1.811;1.113
zdychać;1.231;3.846;5.077;5.077;4.500
zdyscyplinowany;3.769;2.154;1.769;2.154;1.962
zdystansowany;1.769;2.308;2.500;2.500;1.962
zdzira;1.346;4.846;3.538;2.731;4.808
zdziwienie;2.423;1.731;1.538;2.269;1.308
zdziwiony;2.154;1.885;1.577;2.500;1.500
zebra;3.077;1.192;1.308;1.462;1.154
zegar;2.630;2.148;2.111;2.074;1.444
zegarek;2.846;1.462;1.500;1.808;1.423
zemdleć;1.444;1.926;2.704;4.259;1.593
zemsta;2.346;4.577;3.423;3.962;4.038
zepsucie;1.154;2.577;2.654;2.000;3.346
zezować;1.615;1.654;1.538;1.577;2.308
zginąć;1.077;3.538;5.154;5.231;2.692
zgładzić;1.346;3.846;3.654;4.231;2.962
zgłoszenie;2.346;1.731;1.577;2.385;1.500
zgnilizna;1.077;2.385;2.192;2.846;5.385
zgoda;5.481;1.259;1.222;1.333;1.037
zgon;1.154;3.846;6.154;5.500;3.231
ziemia;3.808;1.385;1.846;1.500;1.577
zima;3.346;3.231;3.308;2.269;2.423
zjawa;1.741;1.556;2.000;3.444;2.074
zjeżdżalnia;5.148;1.185;1.185;2.111;1.074
zlecać;2.630;1.926;1.704;2.296;1.556
złodziej;1.296;4.926;3.815;4.815;4.593
złom;1.500;2.308;2.885;2.038;2.231
złość;1.154;4.846;3.885;3.385;2.615
złośliwy;1.704;4.148;3.037;2.926;3.185
złoto;4.692;1.654;1.615;1.538;1.346
złowrogi;1.077;3.808;3.077;4.538;2.846
złudzenie;2.000;3.038;2.846;2.962;1.923
zły;1.333;4.593;3.370;3.593;2.519
zmarły;1.154;3.538;6.346;4.692;2.500
zmarszczka;1.577;2.808;3.115;2.885;2.269
zmartwiony;1.346;2.154;3.846;2.654;1.577
zmiana;3.192;2.077;2.000;3.615;1.731
zmieniać;2.769;2.769;2.500;3.885;2.115
zmora;1.423;2.769;2.731;4.038;2.846
zmurszały;1.231;1.731;2.538;2.038;2.808
zmusić;1.038;4.423;3.538;4.538;3.692
zmuszać;1.269;5.346;4.269;4.231;4.731
zmysłowy;5.296;1.296;1.370;1.370;1.259
znaczek;2.346;1.346;1.346;1.269;1.423
znaczenie;3.000;1.538;1.538;1.423;1.192
znaczyć;3.333;1.778;1.593;1.926;1.741
znać;4.538;1.269;1.346;1.269;1.308
znajdować;4.500;1.269;1.385;1.769;1.231
znajomy;4.885;1.538;1.500;1.385;1.077
znakomity;4.923;1.462;1.269;1.423;1.423
znalazca;4.462;1.577;1.577;2.000;1.115
znalezisko;4.308;1.308;1.385;2.423;1.500
znany;4.269;1.385;1.115;1.346;1.038
zniechęcony;1.500;3.462;4.231;3.077;2.692
zniesławiony;1.192;4.154;3.538;3.538;3.077
zorza;4.269;1.115;1.615;1.385;1.038
zostawać;3.192;1.692;2.231;2.538;1.500
zranić;1.154;4.077;4.923;3.654;2.538
zrelaksowany;6.115;1.000;1.077;1.000;1.000
zrozpaczony;1.077;3.385;5.308;3.885;2.000
zrozumiały;4.038;1.308;1.154;1.231;1.154
zrzeszać;3.148;1.667;1.370;2.037;1.519
zrzut;1.538;2.462;2.000;2.808;2.115
zszarzały;1.385;2.615;3.385;2.346;2.500
zuchwały;2.296;3.037;2.222;2.111;2.630
zupa;3.769;1.308;1.385;1.308;1.654
zwalniać;1.667;3.222;3.148;3.407;1.889
związek;5.462;2.538;3.154;3.654;1.923
zwierzę;3.808;1.423;1.538;2.385;1.462
zwiększać;4.556;1.556;1.259;1.778;1.111
zwiększenie;3.885;1.500;1.385;1.962;1.192
zwlekać;1.462;3.962;3.077;3.462;2.385
zwłoki;1.148;1.926;4.741;4.556;4.630
zwycięstwo;6.370;1.407;1.370;1.556;1.222
zwycięzca;5.630;1.481;1.444;1.778;1.222
zwyciężać;6.000;1.808;1.615;2.346;1.038
zwyczaj;2.615;1.769;1.577;1.462;1.654
zwyrodnialec;1.231;4.962;3.231;4.538;5.346
zyskiwać;5.778;1.481;1.185;1.667;1.074
źrebię;4.556;1.222;1.222;1.704;1.444
źródło;4.269;1.269;1.308;1.462;1.231
żaba;2.615;1.346;1.154;1.346;2.423
żagiel;3.778;1.296;1.481;2.037;1.333
żałoba;1.077;3.692;6.308;4.308;2.500
żałować;1.385;3.385;4.769;2.846;1.962
żar;3.769;1.885;2.115;2.346;1.577
żart;5.423;1.808;1.462;1.538;1.500
żartować;4.923;2.346;1.500;1.731;1.462
żądać;1.654;3.808;2.808;3.308;2.385
żądanie;1.593;3.667;1.926;2.815;2.074
żądza;2.192;2.962;2.462;2.385;2.692
żebrać;1.077;3.462;4.385;2.923;3.385
żeglować;4.185;1.444;1.778;2.593;1.778
żeński;3.654;1.692;1.808;1.846;1.308
żmija;1.423;2.385;1.538;4.077;3.846
żniwo;3.074;2.000;2.074;2.148;1.741
żołądek;1.962;1.462;1.423;1.692;2.346
żołnierz;2.692;2.192;2.692;3.538;1.808
żółć;1.038;1.923;1.692;2.038;3.808
żółtko;2.615;1.154;1.154;1.154;1.731
życie;4.923;2.423;3.192;3.115;2.000
życzenie;4.556;1.185;1.556;2.000;1.222
życzyć;4.615;1.538;1.500;1.500;1.346
Żyd;2.269;2.231;2.192;2.077;1.692
żyrafa;3.852;1.259;1.593;1.519;1.259
żytni;2.846;1.615;1.346;1.269;1.577
żywy;5.308;1.846;1.846;1.846;1.615
